work_wikidata_id,work_name,work_type,release_or_first_broadcast_date,imdb_id,tmdb_movie_id,tmdb_tv_id,wikidata_work_url
Q114088977,冬日國王,television series,,tt11716756,,99737,https://www.wikidata.org/wiki/Q114088977
Q16997079,冬日斜陽,miniseries,,tt0788121,213658,,https://www.wikidata.org/wiki/Q16997079
Q65074869,北海鯨夢,television series,,tt7660970,,86941,https://www.wikidata.org/wiki/Q65074869
Q1341296,单身老爸,television series,,tt1605467,,34303,https://www.wikidata.org/wiki/Q1341296
Q15072906,古戰場傳奇,television series,,tt3006802,,56570,https://www.wikidata.org/wiki/Q15072906
Q1247858,只有傻瓜和馬,television series,,tt0081912,,72,https://www.wikidata.org/wiki/Q1247858
Q23623,同志亦凡人,television series,,tt0185102,,2388,https://www.wikidata.org/wiki/Q23623
Q28949539,名姝,television series,,tt5761478,,69541,https://www.wikidata.org/wiki/Q28949539
Q6494694,哈利法克斯最后的探戈,television series,,tt2216156,,47801,https://www.wikidata.org/wiki/Q6494694
Q83071,唐顿庄园,television series,,tt1606375,,33907,https://www.wikidata.org/wiki/Q83071
Q1760664,國際警網,television series,,tt0052475,,12025,https://www.wikidata.org/wiki/Q1760664
Q56280917,地下診所,television series,,tt7736572,,93177,https://www.wikidata.org/wiki/Q56280917
Q1532410,埃塞克斯是唯一的生活方式,television series,,tt1737565,,34284,https://www.wikidata.org/wiki/Q1532410
Q7733188,堕落,television series,,tt2294189,,49010,https://www.wikidata.org/wiki/Q7733188
Q2424566,塔格特探案,television series,,tt0088621,,2428,https://www.wikidata.org/wiki/Q2424566
Q1215959,夏普,television series,,tt12749392,,225,https://www.wikidata.org/wiki/Q1215959
Q104880809,外放特務組,television series,,tt5875444,,95480,https://www.wikidata.org/wiki/Q104880809
Q19865538,夜班经理,television series,,tt1399664,,61859,https://www.wikidata.org/wiki/Q19865538
Q115481652,夢想之地,television series,,tt22008216,,220154,https://www.wikidata.org/wiki/Q115481652
Q61782859,大帝 (迷你劇),television series,,tt2235759,,93812,https://www.wikidata.org/wiki/Q61782859
Q2065658,奇怪,television series,,tt0312209,,3873,https://www.wikidata.org/wiki/Q2065658
Q43377320,好兆头,television series,,tt1869454,,71915,https://www.wikidata.org/wiki/Q43377320
Q7979050,婚礼疯娘,television series,,tt0984159,80545,,https://www.wikidata.org/wiki/Q7979050
Q60462338,安道爾,television series,,tt9253284,,83867,https://www.wikidata.org/wiki/Q60462338
Q714753,宦海波折,television series,,tt0061287,,894,https://www.wikidata.org/wiki/Q714753
Q54999822,家国危机,television series,,tt8049666,,80058,https://www.wikidata.org/wiki/Q54999822
Q84079001,少年间谍亚历克斯,television series,,tt6964748,,99799,https://www.wikidata.org/wiki/Q84079001
Q5262960,布朗啟示錄,television program,,tt2513228,,58270,https://www.wikidata.org/wiki/Q5262960
Q126092795,幻视任务,miniseries,,tt23112594,,213375,https://www.wikidata.org/wiki/Q126092795
Q26964767,幽灵冬至,television series,,tt4853930,,64012,https://www.wikidata.org/wiki/Q26964767
Q15974768,彭伯利谋杀案,miniseries,,tt2951788,,56484,https://www.wikidata.org/wiki/Q15974768
Q105067184,循跡,television series,,tt9788012,,96335,https://www.wikidata.org/wiki/Q105067184
Q1151570,德古拉,television series,,tt2296682,,58928,https://www.wikidata.org/wiki/Q1151570
Q62033168,德古拉,television series,,tt9139220,,86850,https://www.wikidata.org/wiki/Q62033168
Q23647063,德雷尔一家,television series,,tt5014882,,66134,https://www.wikidata.org/wiki/Q23647063
Q106623586,心跳为你停,television series,,tt10638036,,124834,https://www.wikidata.org/wiki/Q106623586
Q2316316,急诊室,television series,,tt0096555,,1021,https://www.wikidata.org/wiki/Q2316316
Q21714983,應召女友,television series,,tt3846642,,64387,https://www.wikidata.org/wiki/Q21714983
Q1538095,戈登·拉姆齊的廚房噩夢,television series,,tt0409608,,2178,https://www.wikidata.org/wiki/Q1538095
Q18129061,我們的世界戰爭,television series,,tt3419604,,61251,https://www.wikidata.org/wiki/Q18129061
Q20642711,战火家园,television series,,tt4015216,,62048,https://www.wikidata.org/wiki/Q20642711
Q245929,戰爭與回憶,miniseries,,tt0096725,,32675,https://www.wikidata.org/wiki/Q245929
Q56277103,政治直播室,television program,,tt8925028,,85728,https://www.wikidata.org/wiki/Q56277103
Q1768525,新聞問答,television series,,tt0098820,,797,https://www.wikidata.org/wiki/Q1768525
Q929589,旧日火焰,television series,,tt0084987,,2072,https://www.wikidata.org/wiki/Q929589
Q60776367,未来岁月,miniseries,,tt8694364,,87104,https://www.wikidata.org/wiki/Q60776367
Q1247672,本尼希尔秀,television series,,tt0063869,,3002,https://www.wikidata.org/wiki/Q1247672
Q23572,权力的游戏,television series,,tt0944947,,1399,https://www.wikidata.org/wiki/Q23572
Q13099546,极品基老伴,television series,,tt2582590,,47039,https://www.wikidata.org/wiki/Q13099546
Q85748936,柏捷頓家族：名門韻事,television series,,tt8740790,,91239,https://www.wikidata.org/wiki/Q85748936
Q1176076,梅林传奇,television series,,tt1199099,,7225,https://www.wikidata.org/wiki/Q1176076
Q20899617,模仿大师,television series,,tt4934214,,63404,https://www.wikidata.org/wiki/Q20899617
Q24297601,氪星,television series,,tt4276624,,71340,https://www.wikidata.org/wiki/Q24297601
Q3907215,波尔达克,television series,,tt0075560,,35091,https://www.wikidata.org/wiki/Q3907215
Q17017945,波達克,television series,,tt3636060,,62084,https://www.wikidata.org/wiki/Q17017945
Q96407897,泰德拉索：錯棚教練趣事多,television series,,tt10986410,,97546,https://www.wikidata.org/wiki/Q96407897
Q110124169,洛克靈異偵探社,television series,,tt13802576,,213241,https://www.wikidata.org/wiki/Q110124169
Q64349029,洛基,television series,,tt9140554,,84958,https://www.wikidata.org/wiki/Q64349029
Q48862823,流星花园,television series,,tt8690890,,79818,https://www.wikidata.org/wiki/Q48862823
Q14944179,浴血黑帮,television series,,tt2442560,,60574,https://www.wikidata.org/wiki/Q14944179
Q25184642,淘氣小女巫,television series,,tt5721172,,69581,https://www.wikidata.org/wiki/Q25184642
Q19650325,混蛋劊子手,television series,,tt4218618,,63349,https://www.wikidata.org/wiki/Q19650325
Q57695644,潘尼沃斯,television series,,tt8425532,,79588,https://www.wikidata.org/wiki/Q57695644
Q21427546,潜行追踪,television series,,tt5038678,,63892,https://www.wikidata.org/wiki/Q21427546
Q16257677,牙買加客棧,miniseries,,tt3098842,,61245,https://www.wikidata.org/wiki/Q16257677
Q17039455,狼厅,television series,,tt3556920,,61697,https://www.wikidata.org/wiki/Q17039455
Q2083250,獵殺行動,television series,,tt2069449,,45576,https://www.wikidata.org/wiki/Q2083250
Q20707362,王冠,television series,,tt4786824,,65494,https://www.wikidata.org/wiki/Q20707362
Q18754951,王室,television series,,tt3597912,,62137,https://www.wikidata.org/wiki/Q18754951
Q3300572,畫謎,television series,,tt0867015,,1165,https://www.wikidata.org/wiki/Q3300572
Q85815367,白屋農場,miniseries,,tt11110622,,96954,https://www.wikidata.org/wiki/Q85815367
Q7772631,百年乡情,television series,,tt2394340,,46878,https://www.wikidata.org/wiki/Q7772631
Q632653,看守者,television series,,tt0078657,,3469,https://www.wikidata.org/wiki/Q632653
Q19572149,真實的人類,television series,,tt4122068,,62822,https://www.wikidata.org/wiki/Q19572149
Q115484851,真愛挑日子,television series,,tt16283804,,240667,https://www.wikidata.org/wiki/Q115484851
Q92590789,睡魔,television series,,tt1751634,,90802,https://www.wikidata.org/wiki/Q92590789
Q192837,神探夏洛克,miniseries,,tt1475582,,19885,https://www.wikidata.org/wiki/Q192837
Q1366945,神父特德,television series,,tt0111958,,1813,https://www.wikidata.org/wiki/Q1366945
Q108441863,秘密入侵,television series,,tt13157618,,114472,https://www.wikidata.org/wiki/Q108441863
Q72638293,空戰群英,miniseries,,tt2640044,,46518,https://www.wikidata.org/wiki/Q72638293
Q7000725,第七网络,television series,,tt1223180,,9587,https://www.wikidata.org/wiki/Q7000725
Q115860329,紳士追殺令,television series,,tt13210838,,236235,https://www.wikidata.org/wiki/Q115860329
Q2296908,絕地反擊,television series,,tt1492179,,32573,https://www.wikidata.org/wiki/Q2296908
Q50402975,罗斯的婚礼：上,television series episode,,tt0583566,,,https://www.wikidata.org/wiki/Q50402975
Q7381571,罗素·霍华德的好新闻,television series,,tt1564698,,30920,https://www.wikidata.org/wiki/Q7381571
Q13360187,职介破事儿,television series,,tt2885556,,59541,https://www.wikidata.org/wiki/Q13360187
Q19842935,胡迪尼与道尔,television series,,tt4539954,,65879,https://www.wikidata.org/wiki/Q19842935
Q17629108,胶合,television series,,tt3868832,,61380,https://www.wikidata.org/wiki/Q17629108
Q2225255,臨陣軟腳,television series,,tt0168596,,749,https://www.wikidata.org/wiki/Q2225255
Q107316056,至陰時刻,television series,,tt14379784,,157061,https://www.wikidata.org/wiki/Q107316056
Q107571783,致命距離,television series,,tt10939214,,93463,https://www.wikidata.org/wiki/Q107571783
Q6098106,艾凡赫,miniseries,,tt0118354,,32992,https://www.wikidata.org/wiki/Q6098106
Q105982644,艾塞克斯之蛇 (電視劇),television series,,tt12976224,,108171,https://www.wikidata.org/wiki/Q105982644
Q23042070,英国儿童好声音,television series,,,,,https://www.wikidata.org/wiki/Q23042070
Q33162,英国疯狂汽车秀,television series,,tt1628033,,45,https://www.wikidata.org/wiki/Q33162
Q1823010,英國好聲音,television series,,tt1971245,,39614,https://www.wikidata.org/wiki/Q1823010
Q16473347,荣耀之女,miniseries,,tt3021686,,61123,https://www.wikidata.org/wiki/Q16473347
Q24965508,菲利普·狄克的電子夢,television series,,tt5711280,,70391,https://www.wikidata.org/wiki/Q24965508
Q23905882,裸體吸引,television series,,tt5969074,,67385,https://www.wikidata.org/wiki/Q23905882
Q63066708,謎失港灣,television series,,tt8425404,,87773,https://www.wikidata.org/wiki/Q63066708
Q2292435,谋杀现场：福尔摩斯的黑暗初始,television series,,tt1333192,,9676,https://www.wikidata.org/wiki/Q2292435
Q48817189,起源號,television series,,tt7801780,,82875,https://www.wikidata.org/wiki/Q48817189
Q116864342,超越天堂,television series,,tt21161156,,205072,https://www.wikidata.org/wiki/Q116864342
Q55075013,越線的傢伙們,television program,,,,78665,https://www.wikidata.org/wiki/Q55075013
Q125564066,輪轉世代,television series,,tt13723084,,243954,https://www.wikidata.org/wiki/Q125564066
Q17018158,追捕,miniseries,,tt3315020,,61472,https://www.wikidata.org/wiki/Q17018158
Q7732398,逃脫大師,television series,,tt2649522,,46700,https://www.wikidata.org/wiki/Q7732398
Q275269,遠大前程,television series,,tt0096601,,39549,https://www.wikidata.org/wiki/Q275269
Q21998199,邊境 (2016年電視劇),television series,,tt4686698,,64555,https://www.wikidata.org/wiki/Q21998199
Q15104549,邊隧謎案,television series,,tt2711738,,56336,https://www.wikidata.org/wiki/Q15104549
Q55074958,那裡是哪兒？？,television program,,,,79960,https://www.wikidata.org/wiki/Q55074958
Q6553279,重任在肩,television series,,tt2303687,,43982,https://www.wikidata.org/wiki/Q6553279
Q108617654,鑽油平台危機,television series,,tt14273790,,112581,https://www.wikidata.org/wiki/Q108617654
Q1230632,锅匠、裁缝、士兵、间谍,miniseries,,tt0080297,,35430,https://www.wikidata.org/wiki/Q1230632
Q16992370,雪镇疑杀,television series,,tt3498622,,61335,https://www.wikidata.org/wiki/Q16992370
Q27156883,零异频道,television series,,tt4820370,,67752,https://www.wikidata.org/wiki/Q27156883
Q30460060,電視連續劇 不列顛尼亞,television series,,tt5932548,,70484,https://www.wikidata.org/wiki/Q30460060
Q1808310,靈魂之海,television series,,tt0372091,,14358,https://www.wikidata.org/wiki/Q1808310
Q332554,靚女笑口組,television series,,tt0105929,,4493,https://www.wikidata.org/wiki/Q332554
Q212731,非常大酒店,television series,,tt0072500,,2207,https://www.wikidata.org/wiki/Q212731
Q2261960,鞋盒動物園,television series,,tt0406468,,2033,https://www.wikidata.org/wiki/Q2261960
Q18890182,香蕉,television series,,tt3848126,,61931,https://www.wikidata.org/wiki/Q18890182
Q54999845,魔約之書,television series,,tt2177461,,77236,https://www.wikidata.org/wiki/Q54999845
Q5192414,黃瓜,television series,,tt3848112,,61932,https://www.wikidata.org/wiki/Q5192414
Q131324617,黑幫領地,television series,,tt31510819,,247718,https://www.wikidata.org/wiki/Q131324617
Q56195117,黑暗元素,television series,,tt5607976,,68507,https://www.wikidata.org/wiki/Q56195117
Q558112,黑镜,miniseries,,tt2085059,,42009,https://www.wikidata.org/wiki/Q558112
Q72930269,龍之家族,television series,,tt11198330,,94997,https://www.wikidata.org/wiki/Q72930269
Q5305406,龙穴,television series,,tt0443370,,13678,https://www.wikidata.org/wiki/Q5305406
Q137997040,Episode 10,television series episode,http://www,http://www.wikidata.org/.well-known/genid/023635261e441be0277c403c83c34cba,,,https://www.wikidata.org/wiki/Q137997040
Q137997041,Episode 11,television series episode,http://www,http://www.wikidata.org/.well-known/genid/e33c913143d493d489b83cd660e97408,,,https://www.wikidata.org/wiki/Q137997041
Q137997044,Episode 12,television series episode,http://www,http://www.wikidata.org/.well-known/genid/50e2175bb1727808c918137bb88140a2,,,https://www.wikidata.org/wiki/Q137997044
Q137997038,Episode 8,television series episode,http://www,http://www.wikidata.org/.well-known/genid/ad8f62c3d66bd7d094a671b9473b5fcf,,,https://www.wikidata.org/wiki/Q137997038
Q137997039,Episode 9,television series episode,http://www,http://www.wikidata.org/.well-known/genid/b8b0289433d04c2363a74e5c482935c4,,,https://www.wikidata.org/wiki/Q137997039
