work_wikidata_id,work_name,work_type,release_or_first_broadcast_date,imdb_id,tmdb_movie_id,tmdb_tv_id,wikidata_work_url
Q7618619,Stolen Life,film,1939-01-01,tt0031979,256093,,https://www.wikidata.org/wiki/Q7618619
Q7751395,The Mikado,film,1939-01-01,tt0031650,68201,,https://www.wikidata.org/wiki/Q7751395
Q7764665,天空的极限,film,1943-01-01,tt0036363,43515,,https://www.wikidata.org/wiki/Q7764665
Q2298679,死亡之夜,film,1945-09-09,tt0037635,13581,,https://www.wikidata.org/wiki/Q2298679
Q2377738,Green for Danger,film,1946-01-01,tt0038577,29589,,https://www.wikidata.org/wiki/Q2377738
Q1282209,孤星血泪,film,1946-01-01,tt0038574,14320,,https://www.wikidata.org/wiki/Q1282209
Q5036575,Captain Boycott,film,1947-01-01,tt0039242,197603,,https://www.wikidata.org/wiki/Q5036575
Q7677753,Take My Life,film,1947-01-01,tt0039883,126923,,https://www.wikidata.org/wiki/Q7677753
Q7775549,The Woman in the Hall,film,1947-01-01,tt0039999,291552,,https://www.wikidata.org/wiki/Q7775549
Q252529,黑水仙,film,1947-01-01,tt0039192,16391,,https://www.wikidata.org/wiki/Q252529
Q7732134,The End of the River,film,1947-12-01,tt0039356,259470,,https://www.wikidata.org/wiki/Q7732134
Q5401320,Esther Waters,film,1948-01-01,tt0040328,161041,,https://www.wikidata.org/wiki/Q5401320
Q1937179,London Belongs to Me,film,1948-01-01,tt0040548,130649,,https://www.wikidata.org/wiki/Q1937179
Q3190248,怒海情花,film,1948-01-01,tt0039195,129815,,https://www.wikidata.org/wiki/Q3190248
Q625780,红菱艳,film,1948-01-01,tt0040725,19542,,https://www.wikidata.org/wiki/Q625780
Q645752,雾都孤儿,film,1948-01-01,tt0040662,10949,,https://www.wikidata.org/wiki/Q645752
Q4729229,All Over the Town,film,1949-01-01,tt0041111,258094,,https://www.wikidata.org/wiki/Q4729229
Q4952717,Boys in Brown,film,1949-01-01,tt0041204,183918,,https://www.wikidata.org/wiki/Q4952717
Q5246907,Dear Mr. Prohack,film,1949-01-01,tt0041285,182063,,https://www.wikidata.org/wiki/Q5246907
Q5460134,Floodtide,film,1949-01-01,tt0041376,238364,,https://www.wikidata.org/wiki/Q5460134
Q5465694,Fools Rush In,film,1949-01-01,tt0041379,281194,,https://www.wikidata.org/wiki/Q5465694
Q7091817,Once Upon a Dream,film,1949-01-01,tt0039679,336141,,https://www.wikidata.org/wiki/Q7091817
Q7207417,Poet's Pub,film,1949-01-01,tt0041754,252753,,https://www.wikidata.org/wiki/Q7207417
Q7619745,Stop Press Girl,film,1949-01-01,tt0041919,254281,,https://www.wikidata.org/wiki/Q7619745
Q7765846,The Spider and the Fly,film,1949-01-01,tt0041911,211490,,https://www.wikidata.org/wiki/Q7765846
Q7969833,Warning to Wantons,film,1949-01-01,tt0040950,418658,,https://www.wikidata.org/wiki/Q7969833
Q7091902,亡命英雄,film,1949-01-01,tt0040666,79495,,https://www.wikidata.org/wiki/Q7091902
Q3230478,深情的朋友,film,1949-01-01,tt0041735,51618,,https://www.wikidata.org/wiki/Q3230478
Q1217963,藍色珊瑚礁,film,1949-01-01,tt0041190,228074,,https://www.wikidata.org/wiki/Q1217963
Q3509730,隱密的房間,film,1949-01-01,tt0041460,35852,,https://www.wikidata.org/wiki/Q3509730
Q353753,仁心与冠冕,film,1949-06-23,tt0041546,11898,,https://www.wikidata.org/wiki/Q353753
Q16981268,Four Men in Prison,film,1950-01-01,tt1883192,358129,,https://www.wikidata.org/wiki/Q16981268
Q2656457,Madeleine,film,1950-01-01,tt0042700,46995,,https://www.wikidata.org/wiki/Q2656457
Q3482816,So Long at the Fair,film,1950-01-01,tt0042980,67411,,https://www.wikidata.org/wiki/Q3482816
Q3580157,The Astonished Heart,film,1950-01-01,tt0041134,165355,,https://www.wikidata.org/wiki/Q3580157
Q7822258,Tony Draws a Horse,film,1950-01-01,tt0043055,305792,,https://www.wikidata.org/wiki/Q7822258
Q7843073,三重奏,film,1950-01-01,tt0042752,134168,,https://www.wikidata.org/wiki/Q7843073
Q7974065,人海波瀾,film,1950-01-01,tt0043121,106041,,https://www.wikidata.org/wiki/Q7974065
Q5579773,北菲艷影,film,1950-01-01,tt0043594,79399,,https://www.wikidata.org/wiki/Q5579773
Q7775538,千面女人妖,film,1950-01-01,tt0043140,27256,,https://www.wikidata.org/wiki/Q7775538
Q425904,四海本色,film,1950-01-01,tt0042788,19119,,https://www.wikidata.org/wiki/Q425904
Q5759531,細菌間諜戰,film,1950-01-01,tt0042553,87588,,https://www.wikidata.org/wiki/Q5759531
Q7240098,Prelude to Fame,film,1950-05-02,tt0042856,210715,,https://www.wikidata.org/wiki/Q7240098
Q2905565,Blackmailed,film,1951-01-01,tt0042257,181876,,https://www.wikidata.org/wiki/Q2905565
Q12100429,The Adventurers,film,1951-01-01,tt0043263,333025,,https://www.wikidata.org/wiki/Q12100429
Q113655728,The British Delegate Presents His Credentials,short film,1951-01-01,,,,https://www.wikidata.org/wiki/Q113655728
Q7723500,The Clouded Yellow,film,1951-01-01,tt0042333,38103,,https://www.wikidata.org/wiki/Q7723500
Q7735650,The Galloping Major,film,1951-01-01,tt0043574,191263,,https://www.wikidata.org/wiki/Q7735650
Q7912325,Valley of Eagles,film,1951-01-01,tt0044178,115829,,https://www.wikidata.org/wiki/Q7912325
Q4781641,孤島抗敵記,film,1951-01-01,tt0043293,140429,,https://www.wikidata.org/wiki/Q4781641
Q5375525,安可,film,1951-01-01,tt0044586,197647,,https://www.wikidata.org/wiki/Q5375525
Q1628022,峰途路轉 (1951年電影),film,1951-01-01,tt0043362,39946,,https://www.wikidata.org/wiki/Q1628022
Q5757328,智殲叛國黨,film,1951-01-01,tt0043637,87378,,https://www.wikidata.org/wiki/Q5757328
Q5911932,蕯哈拉妖姬,film,1951-01-01,tt0043658,39485,,https://www.wikidata.org/wiki/Q5911932
Q7994606,藥爐紅粉,film,1951-01-01,tt0044214,317677,,https://www.wikidata.org/wiki/Q7994606
Q12059508,香車美人,film,1951-01-01,tt0043618,127602,,https://www.wikidata.org/wiki/Q12059508
Q113667586,Children Reenact Olympic games,short film,1952-01-01,,,,https://www.wikidata.org/wiki/Q113667586
Q16991846,Escape Route,film,1952-01-01,tt0044596,270820,,https://www.wikidata.org/wiki/Q16991846
Q113655885,Inauguration of Childrens Home in Givatayim,short film,1952-01-01,,,,https://www.wikidata.org/wiki/Q113655885
Q6726728,Made in Heaven,film,1952-01-01,tt0044864,121700,,https://www.wikidata.org/wiki/Q6726728
Q6807763,Meet Me Tonight,film,1952-01-01,tt0045243,168315,,https://www.wikidata.org/wiki/Q6807763
Q7560135,Something Money Can't Buy,film,1952-01-01,tt0045172,789437,,https://www.wikidata.org/wiki/Q7560135
Q3545625,The Long Memory,film,1952-01-01,tt0044849,50208,,https://www.wikidata.org/wiki/Q3545625
Q3208719,The Planter's Wife,film,1952-01-01,tt0045005,176089,,https://www.wikidata.org/wiki/Q3208719
Q7919727,Venetian Bird,film,1952-01-01,tt0044378,84734,,https://www.wikidata.org/wiki/Q7919727
Q12105566,卡片,film,1952-01-01,tt0045056,43369,,https://www.wikidata.org/wiki/Q12105566
Q55597006,枝頭鳳,film,1952-01-01,tt0045020,50755,,https://www.wikidata.org/wiki/Q55597006
Q931739,獵殺（1952年電影）,film,1952-01-01,tt0045201,131074,,https://www.wikidata.org/wiki/Q931739
Q6092037,綺羅春夢,film,1952-01-01,tt0044759,248652,,https://www.wikidata.org/wiki/Q6092037
Q1360769,贵在真诚,film,1952-01-01,tt0044744,20324,,https://www.wikidata.org/wiki/Q1360769
Q735410,劫後英雄傳,film,1952-06-12,tt0044760,26175,,https://www.wikidata.org/wiki/Q735410
Q1508611,青樓情孽,film,1952-12-23,tt0044926,10910,,https://www.wikidata.org/wiki/Q1508611
Q4656335,A Day to Remember,film,1953-01-01,tt0045672,224921,,https://www.wikidata.org/wiki/Q4656335
Q113656329,Armistice Day,short film,1953-01-01,,,,https://www.wikidata.org/wiki/Q113656329
Q12113912,Desperate Moment,film,1953-01-01,tt0045681,181871,,https://www.wikidata.org/wiki/Q12113912
Q113668771,"News From the United Kingdom, June 1953",short film,1953-01-01,,,,https://www.wikidata.org/wiki/Q113668771
Q7170471,Personal Affair,film,1953-01-01,tt0046181,106477,,https://www.wikidata.org/wiki/Q7170471
Q7733947,The Final Test,film,1953-01-01,tt0045769,182946,,https://www.wikidata.org/wiki/Q7733947
Q6491056,The Net,film,1953-01-01,tt0046123,235081,,https://www.wikidata.org/wiki/Q6491056
Q7824671,Top of the Form,film,1953-01-01,tt0046444,392333,,https://www.wikidata.org/wiki/Q7824671
Q2605666,Turn the Key Softly,film,1953-01-01,tt0046471,143128,,https://www.wikidata.org/wiki/Q2605666
Q12129803,儍人艷福,film,1953-01-01,tt0046464,38388,,https://www.wikidata.org/wiki/Q12129803
Q1887789,生死一戰,film,1953-01-01,tt0046029,65489,,https://www.wikidata.org/wiki/Q1887789
Q1122534,红尘,film,1953-01-01,tt0046085,25009,,https://www.wikidata.org/wiki/Q1122534
Q7721274,船长的天堂,film,1953-01-01,tt0045607,43354,,https://www.wikidata.org/wiki/Q7721274
Q826565,飛車艷史,film,1953-01-01,tt0045808,43346,,https://www.wikidata.org/wiki/Q826565
Q1251157,寶劍玫瑰,film,1953-07-23,tt0046387,64851,,https://www.wikidata.org/wiki/Q1251157
Q3092,諜網亡魂,film,1953-12-10,tt0046031,3014,,https://www.wikidata.org/wiki/Q3092
Q2812289,小绑匪,film,1953-12-17,tt0046006,47675,,https://www.wikidata.org/wiki/Q2812289
Q5437015,Fast and Loose,film,1954-01-01,tt0045755,139154,,https://www.wikidata.org/wiki/Q5437015
Q5467315,Forbidden Cargo,film,1954-01-01,tt0046992,176546,,https://www.wikidata.org/wiki/Q5467315
Q6725903,Mad About Men,film,1954-01-01,tt0047199,112049,,https://www.wikidata.org/wiki/Q6725903
Q113656714,"News Flashes from Around the World: Italy, UK, USA",short film,1954-01-01,,,,https://www.wikidata.org/wiki/Q113656714
Q113637711,News From Around the World,short film,1954-01-01,,,,https://www.wikidata.org/wiki/Q113637711
Q3227123,The Black Knight,film,1954-01-01,tt0046786,35692,,https://www.wikidata.org/wiki/Q3227123
Q113657229,The British Ambassador Visits Tel Aviv Mayor Chaim Levanon,short film,1954-01-01,,,,https://www.wikidata.org/wiki/Q113657229
Q113656702,World news,short film,1954-01-01,,,,https://www.wikidata.org/wiki/Q113656702
Q12124737,怒海屠鯨,film,1954-01-01,tt0047072,125310,,https://www.wikidata.org/wiki/Q12124737
Q8057330,春滿蘭宮,film,1954-01-01,tt0047687,294890,,https://www.wikidata.org/wiki/Q8057330
Q319263,春色無邊滿杏林,film,1954-01-01,tt0046921,68242,,https://www.wikidata.org/wiki/Q319263
Q3090898,浪淘沙,film,1954-01-01,tt0046756,263271,,https://www.wikidata.org/wiki/Q3090898
Q490300,百万英镑,film,1954-01-01,tt0046072,34000,,https://www.wikidata.org/wiki/Q490300
Q1426983,紫色平原,film,1954-01-01,tt0047376,73907,,https://www.wikidata.org/wiki/Q1426983
Q7763228,英魂鹃血,film,1954-01-01,tt0047467,141173,,https://www.wikidata.org/wiki/Q7763228
Q3416446,青春之戀,film,1954-01-01,tt0046846,110338,,https://www.wikidata.org/wiki/Q3416446
Q113638047,A New British Plane is Purchased by El Al,short film,1955-01-01,,,,https://www.wikidata.org/wiki/Q113638047
Q4729957,All for Mary,film,1955-01-01,tt0047812,578301,,https://www.wikidata.org/wiki/Q4729957
Q2844865,An Alligator Named Daisy,film,1955-01-01,tt0047813,252721,,https://www.wikidata.org/wiki/Q2844865
Q4802930,As Long as They're Happy,film,1955-01-01,tt0047841,183656,,https://www.wikidata.org/wiki/Q4802930
Q113669850,Babies House Inaugurated by the WIZO Movement in Jerusalem,short film,1955-01-01,,,,https://www.wikidata.org/wiki/Q113669850
Q113637945,Disabled Athletes Train for an International Sports Competition,short film,1955-01-01,,,,https://www.wikidata.org/wiki/Q113637945
Q113638034,Foreign Representatives Visit Israel,short film,1955-01-01,,,,https://www.wikidata.org/wiki/Q113638034
Q4210005,Man of the Moment,film,1955-01-01,tt0048346,38382,,https://www.wikidata.org/wiki/Q4210005
Q113637828,"News from Around the World: UK, USA, Soviet Union (Georgia)",short film,1955-01-01,,,,https://www.wikidata.org/wiki/Q113637828
Q7092679,One Good Turn,film,1955-01-01,tt0047298,38385,,https://www.wikidata.org/wiki/Q7092679
Q3791672,Passage Home,film,1955-01-01,tt0048470,259579,,https://www.wikidata.org/wiki/Q3791672
Q113670906,Test Flight for Britannia Airplane Lands at Lod Airport,short film,1955-01-01,,,,https://www.wikidata.org/wiki/Q113670906
Q7912754,Value for Money,film,1955-01-01,tt0048772,171394,,https://www.wikidata.org/wiki/Q7912754
Q3421398,主教抗暴記,film,1955-01-01,tt0048512,52857,,https://www.wikidata.org/wiki/Q3421398
Q6683800,失孩記,film,1955-01-01,tt0048315,129084,,https://www.wikidata.org/wiki/Q6683800
Q3354874,威震大西洋,film,1955-01-01,tt0047797,28909,,https://www.wikidata.org/wiki/Q3354874
Q3715989,巴黎艷蹟,film,1955-01-01,tt0048730,59141,,https://www.wikidata.org/wiki/Q3715989
Q448831,春色无边满绿波,film,1955-01-01,tt0048001,68339,,https://www.wikidata.org/wiki/Q448831
Q3495081,辛巴,film,1955-01-01,tt0048620,76119,,https://www.wikidata.org/wiki/Q3495081
Q3230815,鐵血勤王,film,1955-01-01,tt0048528,76231,,https://www.wikidata.org/wiki/Q3230815
Q7775526,雜技團血淚史,film,1955-01-01,tt0048810,395360,,https://www.wikidata.org/wiki/Q7775526
Q12127508,香閨艷史,film,1955-01-01,tt0048621,153327,,https://www.wikidata.org/wiki/Q12127508
Q3415117,Checkpoint,film,1956-01-01,tt0049065,173707,,https://www.wikidata.org/wiki/Q3415117
Q6120037,Jacqueline,film,1956-01-01,tt0049377,233561,,https://www.wikidata.org/wiki/Q6120037
Q6311308,Jumping for Joy,film,1956-01-01,tt0048237,466752,,https://www.wikidata.org/wiki/Q6311308
Q1748960,The Iron Petticoat,film,1956-01-01,tt0049369,40953,,https://www.wikidata.org/wiki/Q1748960
Q1199631,The Spanish Gardener,film,1956-01-01,tt0049787,123354,,https://www.wikidata.org/wiki/Q1199631
Q7801529,Tiger in the Smoke,film,1956-01-01,tt0049854,80082,,https://www.wikidata.org/wiki/Q7801529
Q3552072,Up in the World,film,1956-01-01,tt0049906,38389,,https://www.wikidata.org/wiki/Q3552072
Q113640757,"World News, 1955 Highlights",short film,1956-01-01,,,,https://www.wikidata.org/wiki/Q113640757
Q113671619,"World News, September 1956",short film,1956-01-01,,,,https://www.wikidata.org/wiki/Q113671619
Q492861,大西洋爭霸戰,film,1956-01-01,tt0048990,17591,,https://www.wikidata.org/wiki/Q492861
Q1423235,白鲸记,film,1956-01-01,tt0049513,10339,,https://www.wikidata.org/wiki/Q1423235
Q3426437,百戰忠魂,film,1956-01-01,tt0049014,73449,,https://www.wikidata.org/wiki/Q3426437
Q5422875,目擊者,film,1956-01-01,tt0049196,170412,,https://www.wikidata.org/wiki/Q5422875
Q1289297,秘屋,film,1956-01-01,tt0049339,126081,,https://www.wikidata.org/wiki/Q1289297
Q3425311,萬劫哀鴻,film,1956-01-01,tt0049871,88558,,https://www.wikidata.org/wiki/Q3425311
Q303495,晴空浴血戰,film,1956-07-10,tt0049665,22350,,https://www.wikidata.org/wiki/Q303495
Q696057,环游世界八十天,film,1956-10-17,tt0048960,2897,,https://www.wikidata.org/wiki/Q696057
Q113656869,A Ceremony Marking the Armistice Day in the British Cemetery,short film,1957-01-01,,,,https://www.wikidata.org/wiki/Q113656869
Q113658052,"Britains New Prime Minister, 1957",short film,1957-01-01,,,,https://www.wikidata.org/wiki/Q113658052
Q3213431,Campbell's Kingdom,film,1957-01-01,tt0050225,75683,,https://www.wikidata.org/wiki/Q3213431
Q113656861,El Al's New Aircrafts,short film,1957-01-01,,,,https://www.wikidata.org/wiki/Q113656861
Q113658210,Hydrogen Bombs Nuclear Test Conducted by Britain During Operation Grapple,short film,1957-01-01,,,,https://www.wikidata.org/wiki/Q113658210
Q6316229,Just My Luck,film,1957-01-01,tt0050580,38381,,https://www.wikidata.org/wiki/Q6316229
Q3382446,Nice Time,short film,1957-01-01,tt0201798,117477,,https://www.wikidata.org/wiki/Q3382446
Q3235471,Seven Thunders,film,1957-01-01,tt0050174,137603,,https://www.wikidata.org/wiki/Q3235471
Q7763067,The Secret Place,film,1957-01-01,tt0050947,172585,,https://www.wikidata.org/wiki/Q7763067
Q3225937,寶劍飛龍,film,1957-01-01,tt0050287,169338,,https://www.wikidata.org/wiki/Q3225937
Q7340832,新金山羅賓漢,film,1957-01-01,tt0050904,269519,,https://www.wikidata.org/wiki/Q7340832
Q4677339,春色無邊滿人間,film,1957-01-01,tt0050323,68340,,https://www.wikidata.org/wiki/Q4677339
Q188718,桂河大桥,film,1957-01-01,tt0050212,826,,https://www.wikidata.org/wiki/Q188718
Q2597865,正午的高潮,film,1957-01-01,tt0050507,168317,,https://www.wikidata.org/wiki/Q2597865
Q453556,流氓斗智,film,1957-01-01,tt0050749,49843,,https://www.wikidata.org/wiki/Q453556
Q1161196,游龙戏凤,film,1957-01-01,tt0050861,24012,,https://www.wikidata.org/wiki/Q1161196
Q7355192,火箭雌威,film,1957-01-01,tt0050910,150780,,https://www.wikidata.org/wiki/Q7355192
Q6872471,窮街艷女,film,1957-01-01,tt0050707,246503,,https://www.wikidata.org/wiki/Q6872471
Q224926,逃脱者,film,1957-01-01,tt0050803,64735,,https://www.wikidata.org/wiki/Q224926
Q7847564,遊艇艷史,film,1957-01-01,tt0049886,470423,,https://www.wikidata.org/wiki/Q7847564
Q2832686,馬來喋血戰,film,1957-01-01,tt0052398,268554,,https://www.wikidata.org/wiki/Q2832686
Q1263875,地狱司机,film,1957-07-23,tt0051713,44940,,https://www.wikidata.org/wiki/Q1263875
Q4659962,A Tale of Two Cities,film,1958-01-01,tt0052270,4701,,https://www.wikidata.org/wiki/Q4659962
Q1489818,Carry On Sergeant,film,1958-01-01,tt0051453,32110,,https://www.wikidata.org/wiki/Q1489818
Q5692387,Heart of a Child,film,1958-01-01,tt0051708,687989,,https://www.wikidata.org/wiki/Q5692387
Q2995882,I Was Monty's Double,film,1958-01-01,tt0051759,77794,,https://www.wikidata.org/wiki/Q2995882
Q113657131,Special Newsreel Dedicated to the Years Event Summary in Israel,short film,1958-01-01,,,,https://www.wikidata.org/wiki/Q113657131
Q113657907,"The Epsom Derby, 1958",short film,1958-01-01,,,,https://www.wikidata.org/wiki/Q113657907
Q7933172,Violent Playground,film,1958-01-01,tt0052367,93181,,https://www.wikidata.org/wiki/Q7933172
Q112613618,"World News, July 1958",short film,1958-01-01,,,,https://www.wikidata.org/wiki/Q112613618
Q112613320,"World News, June 1958",short film,1958-01-01,,,,https://www.wikidata.org/wiki/Q112613320
Q633614,冰海沉船,film,1958-01-01,tt0051994,10971,,https://www.wikidata.org/wiki/Q633614
Q7142765,夏日戀火,film,1958-01-01,tt0052053,446104,,https://www.wikidata.org/wiki/Q7142765
Q1758405,女英烈傳,film,1958-01-01,tt0051454,44559,,https://www.wikidata.org/wiki/Q1758405
Q7439896,怒海艷姬,film,1958-01-01,tt0052170,284765,,https://www.wikidata.org/wiki/Q7439896
Q426284,戰地櫻花夢,film,1958-01-01,tt0052396,47706,,https://www.wikidata.org/wiki/Q426284
Q7764212,无声的敌人,film,1958-01-01,tt0052197,25387,,https://www.wikidata.org/wiki/Q7764212
Q7717709,橫財就手,film,1958-01-01,tt0049008,163169,,https://www.wikidata.org/wiki/Q7717709
Q1219349,沙漠奇兵,film,1958-01-01,tt0051532,30104,,https://www.wikidata.org/wiki/Q1219349
Q733003,治安官,film,1958-01-01,tt0052191,37123,,https://www.wikidata.org/wiki/Q733003
Q5391720,無處可到,film,1958-01-01,tt0052013,50697,,https://www.wikidata.org/wiki/Q5391720
Q7050038,非洲花月痕,film,1958-01-01,tt0052773,375304,,https://www.wikidata.org/wiki/Q7050038
Q7366338,風流女房東,film,1958-01-01,tt0052147,233559,,https://www.wikidata.org/wiki/Q7366338
Q3107558,蕩子淫娃,film,1958-01-15,tt0051692,169726,,https://www.wikidata.org/wiki/Q3107558
Q1323261,Count Your Blessings,film,1959-01-01,tt0052706,166672,,https://www.wikidata.org/wiki/Q1323261
Q4296494,Follow a Star,film,1959-01-01,tt0052815,38380,,https://www.wikidata.org/wiki/Q4296494
Q7392119,SOS Pacific,film,1959-01-01,tt0053234,71991,,https://www.wikidata.org/wiki/Q7392119
Q7739197,The Heart of a Man,film,1959-01-01,tt0052882,1212099,,https://www.wikidata.org/wiki/Q7739197
Q796445,The Square Peg,film,1959-01-01,tt0052233,38364,,https://www.wikidata.org/wiki/Q796445
Q3531955,Too Many Crooks,film,1959-01-01,tt0052301,61643,,https://www.wikidata.org/wiki/Q3531955
Q113671145,"World News, September 1959",short film,1959-01-01,,,,https://www.wikidata.org/wiki/Q113671145
