work_name_en,release_or_first_broadcast_date,location_text_from_category,source_category,work_wikidata_id,imdb_id,wikipedia_url,episode_timecode_start,episode_timecode_end,data_source,license,latitude,longitude,coordinate_source,coordinate_precision
3 into 2 Won't Go,,Surrey,Category:Films shot in Surrey,,,https://en.wikipedia.org/wiki/3_into_2_Won%27t_Go,,,English Wikipedia category membership,CC BY-SA 4.0,51.2694589239,-0.373297931467,Wikidata P625,category place centroid
300: Rise of an Empire,,Warner Bros. Studios Leavesden,Category:Films shot at Warner Bros. Studios Leavesden,,,https://en.wikipedia.org/wiki/300%3A_Rise_of_an_Empire,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
31 North 62 East,,West Sussex,Category:Films shot in West Sussex,,,https://en.wikipedia.org/wiki/31_North_62_East,,,English Wikipedia category membership,CC BY-SA 4.0,50.916666666667,-0.5,Wikidata P625,category place centroid
360 (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/360_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.507222222222,-0.1275,Wikidata P625,category place centroid
37 Days (TV series),,Northern Ireland,Category:Films shot in Northern Ireland,,,https://en.wikipedia.org/wiki/37_Days_%28TV_series%29,,,English Wikipedia category membership,CC BY-SA 4.0,54.6075,-6.6925,Wikidata P625,category place centroid
4 Square (game show),,BBC Elstree Centre,Category:Television shows shot at BBC Elstree Centre,,,https://en.wikipedia.org/wiki/4_Square_%28game_show%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.65972222,-0.27472222,Wikidata P625,category place centroid
4.3.2.1.,,Buckinghamshire,Category:Films shot in Buckinghamshire,,,https://en.wikipedia.org/wiki/4.3.2.1.,,,English Wikipedia category membership,CC BY-SA 4.0,51.8280222469,-0.790425894719,Wikidata P625,category place centroid
4.3.2.1.,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/4.3.2.1.,,,English Wikipedia category membership,CC BY-SA 4.0,51.507222222222,-0.1275,Wikidata P625,category place centroid
4.3.2.1.,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/4.3.2.1.,,,English Wikipedia category membership,CC BY-SA 4.0,51.548611111111,-0.535,Wikidata P625,category place centroid
44 Inch Chest,,Elstree Film Studios,Category:Films shot at Elstree Film Studios,,,https://en.wikipedia.org/wiki/44_Inch_Chest,,,English Wikipedia category membership,CC BY-SA 4.0,51.6587,-0.2758,Wikidata P625,category place centroid
45 Years,,Norfolk,Category:Films shot in Norfolk,,,https://en.wikipedia.org/wiki/45_Years,,,English Wikipedia category membership,CC BY-SA 4.0,52.6727178,0.9486696499999999,Wikidata P625,category place centroid
47 Meters Down: Uncaged,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/47_Meters_Down%3A_Uncaged,,,English Wikipedia category membership,CC BY-SA 4.0,51.548611111111,-0.535,Wikidata P625,category place centroid
47 Ronin (2013 film),2013,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/47_Ronin_%282013_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.507222222222,-0.1275,Wikidata P625,category place centroid
47 Ronin (2013 film),2013,Shepperton Studios,Category:Films shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/47_Ronin_%282013_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
49th Parallel (film),,Denham Film Studios,Category:Films shot at Denham Film Studios,,,https://en.wikipedia.org/wiki/49th_Parallel_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.584569,-0.498902,Wikidata P625,category place centroid
5 Fingers,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/5_Fingers,,,English Wikipedia category membership,CC BY-SA 4.0,51.507222222222,-0.1275,Wikidata P625,category place centroid
6 Days (2017 film),2017,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/6_Days_%282017_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.507222222222,-0.1275,Wikidata P625,category place centroid
633 Squadron,,MGM-British Studios,Category:Films shot at MGM-British Studios,,,https://en.wikipedia.org/wiki/633_Squadron,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
73 Cows,,Derbyshire,Category:Films shot in Derbyshire,,,https://en.wikipedia.org/wiki/73_Cows,,,English Wikipedia category membership,CC BY-SA 4.0,53.1343916396,-1.60280261589,Wikidata P625,category place centroid
77 Park Lane (film),,Nettlefold Studios,Category:Films shot at Nettlefold Studios,,,https://en.wikipedia.org/wiki/77_Park_Lane_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
77 Rue Chalgrin,,Nettlefold Studios,Category:Films shot at Nettlefold Studios,,,https://en.wikipedia.org/wiki/77_Rue_Chalgrin,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
8 Out of 10 Cats,,BBC Elstree Centre,Category:Television shows shot at BBC Elstree Centre,,,https://en.wikipedia.org/wiki/8_Out_of_10_Cats,,,English Wikipedia category membership,CC BY-SA 4.0,51.65972222,-0.27472222,Wikidata P625,category place centroid
8 Out of 10 Cats,,Elstree Film Studios,Category:Television shows shot at Elstree Film Studios,,,https://en.wikipedia.org/wiki/8_Out_of_10_Cats,,,English Wikipedia category membership,CC BY-SA 4.0,51.6587,-0.2758,Wikidata P625,category place centroid
8 Out of 10 Cats,,Shepperton Studios,Category:Television shows shot at Shepperton Studios,,,https://en.wikipedia.org/wiki/8_Out_of_10_Cats,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
8 Out of 10 Cats,,Teddington Studios,Category:Television shows shot at Teddington Studios,,,https://en.wikipedia.org/wiki/8_Out_of_10_Cats,,,English Wikipedia category membership,CC BY-SA 4.0,51.4287,-0.3217,Wikidata P625,category place centroid
83 (film),,Edinburgh,Category:Films shot in Edinburgh,,,https://en.wikipedia.org/wiki/83_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,55.95333333333333,-3.1891666666666665,Wikidata P625,category place centroid
83 (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/83_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.507222222222,-0.1275,Wikidata P625,category place centroid
9 Songs,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/9_Songs,,,English Wikipedia category membership,CC BY-SA 4.0,51.507222222222,-0.1275,Wikidata P625,category place centroid
97 Minutes,,Hampshire,Category:Films shot in Hampshire,,,https://en.wikipedia.org/wiki/97_Minutes,,,English Wikipedia category membership,CC BY-SA 4.0,51.0200783075,-1.29308672495,Wikidata P625,category place centroid
A Bit of Light,,the United Kingdom,Category:Films shot in the United Kingdom,,,https://en.wikipedia.org/wiki/A_Bit_of_Light,,,English Wikipedia category membership,CC BY-SA 4.0,54.6,-2,Wikidata P625,category place centroid
A Boy Called Christmas,,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/A_Boy_Called_Christmas,,,English Wikipedia category membership,CC BY-SA 4.0,51.507222222222,-0.1275,Wikidata P625,category place centroid
"A Boy, a Girl and a Bike",,England,Category:Films shot in England,,,https://en.wikipedia.org/wiki/A_Boy%2C_a_Girl_and_a_Bike,,,English Wikipedia category membership,CC BY-SA 4.0,53,-1,Wikidata P625,category place centroid
A Bridge Too Far (film),,Twickenham Film Studios,Category:Films shot at Twickenham Film Studios,,,https://en.wikipedia.org/wiki/A_Bridge_Too_Far_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
A Brief History of Time (film),,Cambridgeshire,Category:Films shot in Cambridgeshire,,,https://en.wikipedia.org/wiki/A_Brief_History_of_Time_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,52.3392492724,0.132202197275,Wikidata P625,category place centroid
A Brief History of Time (film),,EMI-Elstree Studios,Category:Films shot at EMI-Elstree Studios,,,https://en.wikipedia.org/wiki/A_Brief_History_of_Time_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
A Brief History of Time (film),,Hertfordshire,Category:Films shot in Hertfordshire,,,https://en.wikipedia.org/wiki/A_Brief_History_of_Time_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.829446229,-0.218293182997,Wikidata P625,category place centroid
A Bunch of Fives,,ATV Elstree Studios,Category:Television shows shot at ATV Elstree Studios,,,https://en.wikipedia.org/wiki/A_Bunch_of_Fives,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
A Canterbury Tale,,Denham Film Studios,Category:Films shot at Denham Film Studios,,,https://en.wikipedia.org/wiki/A_Canterbury_Tale,,,English Wikipedia category membership,CC BY-SA 4.0,51.584569,-0.498902,Wikidata P625,category place centroid
A Canterbury Tale,,Kent,Category:Films shot in Kent,,,https://en.wikipedia.org/wiki/A_Canterbury_Tale,,,English Wikipedia category membership,CC BY-SA 4.0,51.2489089239,0.674513689133,Wikidata P625,category place centroid
A Castle for Christmas,,Edinburgh,Category:Films shot in Edinburgh,,,https://en.wikipedia.org/wiki/A_Castle_for_Christmas,,,English Wikipedia category membership,CC BY-SA 4.0,55.95333333333333,-3.1891666666666665,Wikidata P625,category place centroid
A Chorus of Disapproval (film),,"Scarborough, North Yorkshire","Category:Films shot in Scarborough, North Yorkshire",,,https://en.wikipedia.org/wiki/A_Chorus_of_Disapproval_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,54.28,-0.402,Wikidata P625,category place centroid
A Christmas Carol (1984 film),1984,Shropshire,Category:Films shot in Shropshire,,,https://en.wikipedia.org/wiki/A_Christmas_Carol_%281984_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,52.6423916913,-2.71480132553,Wikidata P625,category place centroid
A Cinema Girl's Romance,,Isleworth Studios,Category:Films shot at Isleworth Studios,,,https://en.wikipedia.org/wiki/A_Cinema_Girl%27s_Romance,,,English Wikipedia category membership,CC BY-SA 4.0,51.4751,-0.3407,Wikidata P625,category place centroid
A Clockwork Orange (film),,Berkshire,Category:Films shot in Berkshire,,,https://en.wikipedia.org/wiki/A_Clockwork_Orange_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.5138315912,-1.20881068417,Wikidata P625,category place centroid
A Clockwork Orange (film),,Buckinghamshire,Category:Films shot in Buckinghamshire,,,https://en.wikipedia.org/wiki/A_Clockwork_Orange_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.8280222469,-0.790425894719,Wikidata P625,category place centroid
A Clockwork Orange (film),,Hertfordshire,Category:Films shot in Hertfordshire,,,https://en.wikipedia.org/wiki/A_Clockwork_Orange_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.829446229,-0.218293182997,Wikidata P625,category place centroid
A Clockwork Orange (film),,London,Category:Films shot in London,,,https://en.wikipedia.org/wiki/A_Clockwork_Orange_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.507222222222,-0.1275,Wikidata P625,category place centroid
A Clockwork Orange (film),,Oxfordshire,Category:Films shot in Oxfordshire,,,https://en.wikipedia.org/wiki/A_Clockwork_Orange_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.8084711936,-1.28715586244,Wikidata P625,category place centroid
A Clockwork Orange (film),,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/A_Clockwork_Orange_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.548611111111,-0.535,Wikidata P625,category place centroid
A Colt Is My Passport (upcoming film),,Cardiff,Category:Films shot in Cardiff,,,https://en.wikipedia.org/wiki/A_Colt_Is_My_Passport_%28upcoming_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.48166666666667,-3.1791666666666667,Wikidata P625,category place centroid
A Countess from Hong Kong,,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/A_Countess_from_Hong_Kong,,,English Wikipedia category membership,CC BY-SA 4.0,51.548611111111,-0.535,Wikidata P625,category place centroid
A Couple of Down and Outs,,Isleworth Studios,Category:Films shot at Isleworth Studios,,,https://en.wikipedia.org/wiki/A_Couple_of_Down_and_Outs,,,English Wikipedia category membership,CC BY-SA 4.0,51.4751,-0.3407,Wikidata P625,category place centroid
A Cuckoo in the Nest (film),,Lime Grove Studios,Category:Films shot at Lime Grove Studios,,,https://en.wikipedia.org/wiki/A_Cuckoo_in_the_Nest_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.503611111111,-0.22722222222222,Wikidata P625,category place centroid
A Cup of Kindness (film),,Lime Grove Studios,Category:Films shot at Lime Grove Studios,,,https://en.wikipedia.org/wiki/A_Cup_of_Kindness_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.503611111111,-0.22722222222222,Wikidata P625,category place centroid
A Dandy in Aspic,,Surrey,Category:Films shot in Surrey,,,https://en.wikipedia.org/wiki/A_Dandy_in_Aspic,,,English Wikipedia category membership,CC BY-SA 4.0,51.2694589239,-0.373297931467,Wikidata P625,category place centroid
A Dark Song,,Wales,Category:Films shot in Wales,,,https://en.wikipedia.org/wiki/A_Dark_Song,,,English Wikipedia category membership,CC BY-SA 4.0,52.35,-3.6333333333333,Wikidata P625,category place centroid
A Day in Liverpool,,Liverpool,Category:Films shot in Liverpool,,,https://en.wikipedia.org/wiki/A_Day_in_Liverpool,,,English Wikipedia category membership,CC BY-SA 4.0,53.407222222222224,-2.9916666666666667,Wikidata P625,category place centroid
A Day in the Death of Joe Egg (film),,Bristol,Category:Films shot in Bristol,,,https://en.wikipedia.org/wiki/A_Day_in_the_Death_of_Joe_Egg_%28film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.45361111111111,-2.5975,Wikidata P625,category place centroid
A Day to Remember (1953 film),1953,Pinewood Studios,Category:Films shot at Pinewood Studios,,,https://en.wikipedia.org/wiki/A_Day_to_Remember_%281953_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,51.548611111111,-0.535,Wikidata P625,category place centroid
A Doll's House (1973 Losey film),1973,EMI-Elstree Studios,Category:Films shot at EMI-Elstree Studios,,,https://en.wikipedia.org/wiki/A_Doll%27s_House_%281973_Losey_film%29,,,English Wikipedia category membership,CC BY-SA 4.0,,,,unmatched
